Observation id,Boccia167 3 2,,,,,,,
259.573,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,START
262.375,Boccia167 3.MP4,341.010,14.99,Boccia 167,reinhale,,toh,POINT
262.841,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,STOP
262.842,Boccia167 3.MP4,341.010,14.99,Boccia 167,reinhale,,toh,POINT
265.177,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,START
265.177,Boccia167 3.MP4,341.010,14.99,Boccia 167,gular pump,,,POINT
267.577,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,STOP
267.578,Boccia167 3.MP4,341.010,14.99,Boccia 167,reinhale,,toh,POINT
268.646,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,START
268.846,Boccia167 3.MP4,341.010,14.99,Boccia 167,gular pump,,,POINT
269.512,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,STOP
269.513,Boccia167 3.MP4,341.010,14.99,Boccia 167,reinhale,,toh,POINT
273.049,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,START
273.515,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,STOP
273.516,Boccia167 3.MP4,341.010,14.99,Boccia 167,reinhale,,toh,POINT
275.917,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,START
275.917,Boccia167 3.MP4,341.010,14.99,Boccia 167,gular pump,,,POINT
276.384,Boccia167 3.MP4,341.010,14.99,Boccia 167,chest,,,POINT
276.784,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,STOP
276.785,Boccia167 3.MP4,341.010,14.99,Boccia 167,reinhale,,toh,POINT
278.786,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,START
278.919,Boccia167 3.MP4,341.010,14.99,Boccia 167,gular pump,,,POINT
279.118,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,STOP
279.119,Boccia167 3.MP4,341.010,14.99,Boccia 167,bubble release,,,POINT
281.321,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,START
282.721,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,STOP
282.722,Boccia167 3.MP4,341.010,14.99,Boccia 167,reinhale,,toh,POINT
284.790,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,START
285.924,Boccia167 3.MP4,341.010,14.99,Boccia 167,gular pump,,,POINT
286.657,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,STOP
286.658,Boccia167 3.MP4,341.010,14.99,Boccia 167,reinhale,,toh,POINT
289.260,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,START
289.393,Boccia167 3.MP4,341.010,14.99,Boccia 167,gular pump,,,POINT
290.861,Boccia167 3.MP4,341.010,14.99,Boccia 167,reinhale,,toh,POINT
292.727,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,STOP
292.728,Boccia167 3.MP4,341.010,14.99,Boccia 167,bubble release,,,POINT
295.931,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,START
296.064,Boccia167 3.MP4,341.010,14.99,Boccia 167,gular pump,,,POINT
296.397,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,STOP
296.398,Boccia167 3.MP4,341.010,14.99,Boccia 167,reinhale,,toh,POINT
305.070,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,START
305.803,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,STOP
305.804,Boccia167 3.MP4,341.010,14.99,Boccia 167,reinhale,,toh,POINT
306.871,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,START
307.272,Boccia167 3.MP4,341.010,14.99,Boccia 167,gular pump,,,POINT
307.737,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,STOP
307.738,Boccia167 3.MP4,341.010,14.99,Boccia 167,reinhale,,toh,POINT
310.340,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,START
310.540,Boccia167 3.MP4,341.010,14.99,Boccia 167,gular pump,,,POINT
311.473,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,STOP
311.474,Boccia167 3.MP4,341.010,14.99,Boccia 167,reinhale,,toh,POINT
314.076,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,START
315.076,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,STOP
315.077,Boccia167 3.MP4,341.010,14.99,Boccia 167,bubble release,,,POINT
317.412,Boccia167 3.MP4,341.010,14.99,Boccia 167,gular pump,,,POINT
319.146,Boccia167 3.MP4,341.010,14.99,Boccia 167,gular pump,,,POINT
323.549,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,START
324.349,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,STOP
324.350,Boccia167 3.MP4,341.010,14.99,Boccia 167,reinhale,,toh,POINT
326.084,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,START
326.551,Boccia167 3.MP4,341.010,14.99,Boccia 167,gular pump,,,POINT
327.150,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,STOP
327.151,Boccia167 3.MP4,341.010,14.99,Boccia 167,reinhale,,toh,POINT
330.821,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,START
330.887,Boccia167 3.MP4,341.010,14.99,Boccia 167,gular pump,,,POINT
331.153,Boccia167 3.MP4,341.010,14.99,Boccia 167,exhale,,,STOP
331.154,Boccia167 3.MP4,341.010,14.99,Boccia 167,reinhale,,toh,POINT
336.224,Boccia167 3.MP4,341.010,14.99,Boccia 167,end of trial,,,POINT
