Observation id,BILS KT 04 b3,,,,,,,
89.689,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,exhale,,,STOP
89.690,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,reinhale,,toh,POINT
93.594,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,exhale,,,START
94.060,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,exhale,,,STOP
94.061,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,reinhale,,toh,POINT
94.653,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,chest,,,POINT
96.402,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,gular pump,,,POINT
96.665,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,chest,,,POINT
104.538,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,exhale,,,START
104.666,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,chest,,,POINT
105.338,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,exhale,,,STOP
105.339,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,reinhale,,toh,POINT
105.539,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,exhale,,,START
109.166,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,chest,,,POINT
109.692,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,reinhale,,toh,POINT
111.177,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,reinhale,,toh,POINT
119.915,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,chest,,,POINT
120.431,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,reinhale,,toh,POINT
127.415,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,chest,,,POINT
127.429,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,reinhale,,toh,POINT
132.165,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,chest,,,POINT
132.679,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,reinhale,,toh,POINT
139.166,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,chest,,,POINT
139.699,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,reinhale,,toh,POINT
145.165,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,chest,,,POINT
145.949,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,exhale,,,STOP
145.950,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,reinhale,,toh,POINT
153.987,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,exhale,,,START
154.666,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,chest,,,POINT
154.787,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,exhale,,,STOP
154.788,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,reinhale,,toh,POINT
157.758,BILS KT 04 b3.MP4,159.660,29.97,BILS KT 04,end of trial,,,POINT
