Observation id,BILS KT 04_2 b3,,,,,,,
228.049,BILS KT 04_2 b3.MP4,419.920,29.97,BILS KT 04,exhale,,,STOP
228.050,BILS KT 04_2 b3.MP4,419.920,29.97,BILS KT 04,reinhale,,toh,POINT
229.304,BILS KT 04_2 b3.MP4,419.920,29.97,BILS KT 04,exhale,,,START
233.305,BILS KT 04_2 b3.MP4,419.920,29.97,BILS KT 04,gular pump,,,POINT
234.303,BILS KT 04_2 b3.MP4,419.920,29.97,BILS KT 04,reinhale,,toh,POINT
254.800,BILS KT 04_2 b3.MP4,419.920,29.97,BILS KT 04,exhale,,,STOP
254.801,BILS KT 04_2 b3.MP4,419.920,29.97,BILS KT 04,reinhale,,toh,POINT
255.789,BILS KT 04_2 b3.MP4,419.920,29.97,BILS KT 04,exhale,,,START
255.789,BILS KT 04_2 b3.MP4,419.920,29.97,BILS KT 04,gular pump,,,POINT
256.055,BILS KT 04_2 b3.MP4,419.920,29.97,BILS KT 04,exhale,,,STOP
256.056,BILS KT 04_2 b3.MP4,419.920,29.97,BILS KT 04,reinhale,,toh,POINT
267.768,BILS KT 04_2 b3.MP4,419.920,29.97,BILS KT 04,exhale,,,START
267.900,BILS KT 04_2 b3.MP4,419.920,29.97,BILS KT 04,exhale,,,STOP
267.901,BILS KT 04_2 b3.MP4,419.920,29.97,BILS KT 04,reinhale,,toh,POINT
267.968,BILS KT 04_2 b3.MP4,419.920,29.97,BILS KT 04,exhale,,,START
268.100,BILS KT 04_2 b3.MP4,419.920,29.97,BILS KT 04,exhale,,,STOP
268.101,BILS KT 04_2 b3.MP4,419.920,29.97,BILS KT 04,reinhale,,toh,POINT
274.849,BILS KT 04_2 b3.MP4,419.920,29.97,BILS KT 04,gular pump,,,POINT
278.347,BILS KT 04_2 b3.MP4,419.920,29.97,BILS KT 04,gular pump,,,POINT
286.857,BILS KT 04_2 b3.MP4,419.920,29.97,BILS KT 04,exhale,,,START
287.860,BILS KT 04_2 b3.MP4,419.920,29.97,BILS KT 04,reinhale,,toh,POINT
301.115,BILS KT 04_2 b3.MP4,419.920,29.97,BILS KT 04,gular pump,,,POINT
301.859,BILS KT 04_2 b3.MP4,419.920,29.97,BILS KT 04,exhale,,,STOP
301.860,BILS KT 04_2 b3.MP4,419.920,29.97,BILS KT 04,reinhale,,toh,POINT
304.875,BILS KT 04_2 b3.MP4,419.920,29.97,BILS KT 04,exhale,,,START
305.879,BILS KT 04_2 b3.MP4,419.920,29.97,BILS KT 04,chest out of view,,,STOP
305.879,BILS KT 04_2 b3.MP4,419.920,29.97,BILS KT 04,end of trial,,,POINT
305.879,BILS KT 04_2 b3.MP4,419.920,29.97,BILS KT 04,exhale,,,STOP
