Observation id,ANOX105_2,,,,,,,
635.835,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,START
646.084,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,STOP
646.085,ANOX105.MOV,724.500,60.0,ANOX1,gular pump,,,POINT
646.085,ANOX105.MOV,724.500,60.0,ANOX1,reinhale,,soh,POINT
656.586,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,START
657.085,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,STOP
657.086,ANOX105.MOV,724.500,60.0,ANOX1,gular pump,,,POINT
657.086,ANOX105.MOV,724.500,60.0,ANOX1,reinhale,,soh,POINT
660.585,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,START
661.334,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,STOP
661.335,ANOX105.MOV,724.500,60.0,ANOX1,reinhale,,soh,POINT
662.084,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,START
662.085,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,STOP
662.085,ANOX105.MOV,724.500,60.0,ANOX1,reinhale,,soh,POINT
662.586,ANOX105.MOV,724.500,60.0,ANOX1,gular pump,,,POINT
663.085,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,START
666.587,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,STOP
666.588,ANOX105.MOV,724.500,60.0,ANOX1,reinhale,,lbn,POINT
690.836,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,START
691.084,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,STOP
691.085,ANOX105.MOV,724.500,60.0,ANOX1,bubble release,,,POINT
691.085,ANOX105.MOV,724.500,60.0,ANOX1,gular pump,,,POINT
691.334,ANOX105.MOV,724.500,60.0,ANOX1,chest,,,POINT
711.117,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,START
711.183,ANOX105.MOV,724.500,60.0,ANOX1,reinhale,,lbn,POINT
711.282,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,STOP
711.283,ANOX105.MOV,724.500,60.0,ANOX1,reinhale,,soh,POINT
711.341,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,START
712.332,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,STOP
712.333,ANOX105.MOV,724.500,60.0,ANOX1,reinhale,,soh,POINT
712.367,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,START
712.449,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,STOP
712.450,ANOX105.MOV,724.500,60.0,ANOX1,reinhale,,lbn,POINT
712.617,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,START
712.849,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,STOP
712.850,ANOX105.MOV,724.500,60.0,ANOX1,reinhale,,soh,POINT
713.841,ANOX105.MOV,724.500,60.0,ANOX1,end of trial,,,POINT
